gene,cluster,p_val,avg_logFC,pct.1,pct.2,p_val_adj
UBE2E1,2,1.246743548734073e-4,0.07538083957036934,0.634,0.428,1
AUTS2,2,1.2511855307846786e-4,0.08431516373703024,0.459,0.284,1
MRPL54,2,1.2536220099974984e-4,-0.23953134872809712,0.61,0.647,1
PLGRKT,2,1.2563560035338555e-4,0.07179919983958843,0.465,0.293,1
MRPL43,2,1.2576398596887326e-4,-0.21796675269113097,0.738,0.721,1
CPSF3,2,1.2639168497827178e-4,0.05658937231620287,0.366,0.21,1
SSBP2,2,1.2641941268210256e-4,-0.2610480555702991,0.564,0.604,1
POLB,2,1.273933799796191e-4,0.06533347538385559,0.209,0.105,1
CYSTM1,2,1.2770621742572873e-4,-0.24996282747550141,0.465,0.528,1
ZNF569,2,1.2830883820309148e-4,0.00732845120236076,0.151,0.063,1
EEF2K,2,1.301462622122462e-4,0.048889686832257785,0.174,0.081,1
MFSD6,2,1.3170011090231766e-4,-0.08432405291718754,0.012,0.103,1
HNRNPM,2,1.321857511068078e-4,0.15206645997449475,0.895,0.749,1
FERMT2,2,1.3323310967936026e-4,-0.2522255291049833,0.349,0.441,1
ZMIZ1,2,1.3430293264803667e-4,0.05371608100547354,0.36,0.211,1
KCNC4,2,1.348006222825371e-4,-0.12226184389211614,0.023,0.118,1
HMGN2,2,1.3517347099679364e-4,-0.11514884218678612,0.994,0.994,1
RAB8B,2,1.3530710097949455e-4,0.033555003658361865,0.221,0.111,1
IPO5,2,1.3538597921503346e-4,0.06360135722267474,0.581,0.371,1
NCAPG2,2,1.3567707329945676e-4,0.031523822430427534,0.11,0.041,1
LINC01184,2,1.3663280005297553e-4,0.05880753325617735,0.43,0.27,1
SLC30A3,2,1.368445383095645e-4,0.03694301317305601,0.14,0.058,1
CDC42EP1,2,1.3832709866330644e-4,-0.3217212665522363,0.547,0.557,1
LINC01031,2,1.3859502471323776e-4,-0.14478282739391807,0.029,0.127,1
CCDC71L,2,1.3892923095622426e-4,0.028730363259020467,0.134,0.055,1
NOL9,2,1.3939967573967796e-4,0.03610509766938402,0.302,0.165,1
ATRN,2,1.3951023788978716e-4,-0.1890666149721757,0.128,0.247,1
DYNLT3,2,1.3963413488185644e-4,-0.27891848549902604,0.372,0.453,1
OSBPL8,2,1.4087405250415348e-4,0.11177600169382673,0.616,0.434,1
NOTUM,2,1.414201095154079e-4,0.07050614683689094,0.157,0.068,1
SIGIRR,2,1.4198608281843007e-4,0.10641746441701216,0.645,0.434,1
TTL,2,1.4265953290720356e-4,0.021988457841545628,0.244,0.126,1
BNIP3L,2,1.4289170246692344e-4,-0.20128506925865663,0.779,0.759,1
IER3,2,1.429985680841762e-4,0.042148841410627205,0.233,0.12,1
TMEM18,2,1.4378878903088856e-4,-0.26081660580576926,0.581,0.601,1
PGBD1,2,1.4387245700356048e-4,0.04787720664645311,0.151,0.065,1
KAT2B,2,1.441051688221793e-4,-0.1449984868789213,0.07,0.186,1
RITA1,2,1.4650719807473336e-4,0.052901639349374974,0.529,0.331,1
LRR1,2,1.4704604259231245e-4,0.03136282169950877,0.238,0.122,1
SLC35E3,2,1.4730914111870278e-4,0.05093064604136477,0.378,0.225,1
ZNF395,2,1.490826140447994e-4,0.021759582239497283,0.314,0.172,1
IER2,2,1.5151348430199435e-4,0.06361138941096489,0.721,0.503,1
TIMM29,2,1.5164306370390115e-4,0.03325103989109998,0.326,0.184,1
SREBF1,2,1.517534081287683e-4,-0.20995227676669556,0.093,0.203,1
CSF1,2,1.521291702808935e-4,0.048605109523536735,0.163,0.072,1
MAP3K13,2,1.5259910498208594e-4,0.11577090742157103,0.82,0.603,1
PLOD1,2,1.5279989984492105e-4,0.04067256400762245,0.395,0.232,1
TXNDC16,2,1.5294421047384684e-4,0.03192077554473659,0.215,0.109,1
PCAT6,2,1.5370775455504152e-4,0.025803062243675137,0.267,0.141,1
CADM1,2,1.5376129874196154e-4,0.13817383183510323,0.64,0.478,1
NINJ1,2,1.5468029613729416e-4,-0.24536900731340866,0.587,0.608,1
ODF2,2,1.5469262969533342e-4,0.030092166373949653,0.238,0.123,1
WBP2,2,1.5563819231390982e-4,-0.2380414261205417,0.331,0.422,1
LSM10,2,1.5574005838742692e-4,-0.2500845662692794,0.576,0.586,1
PER2,2,1.562098600102548e-4,0.03337560599503418,0.11,0.041,1
CDK7,2,1.5890556730347293e-4,0.04131867415261464,0.244,0.127,1
SLC25A14,2,1.5928696217891442e-4,0.042379088276590815,0.279,0.151,1
ANAPC13,2,1.594118452191728e-4,-0.2177130408090372,0.791,0.779,1
ATP5F1C,2,1.5949906168265794e-4,-0.1606743874656711,0.872,0.852,1
PDS5A,2,1.5994755018514304e-4,0.036776610162464085,0.459,0.281,1
SMYD5,2,1.610207979903342e-4,0.03368059399098437,0.163,0.072,1
ELFN1,2,1.614694698673388e-4,0.03220295331077214,0.105,0.038,1
LEO1,2,1.6149611760226412e-4,0.062451171183465326,0.227,0.12,1
DONSON,2,1.6221624723952138e-4,0.030999829299115052,0.122,0.048,1
FEN1,2,1.6270599389498394e-4,0.07402291149325607,0.227,0.118,1
POLR1E,2,1.6284331164072752e-4,0.03677655998171578,0.256,0.135,1
APOM,2,1.6329034492511713e-4,0.06220505286262284,0.134,0.056,1
ADAM12,2,1.634503657337021e-4,-0.19132564179519346,0.081,0.193,1
JOSD2,2,1.638453015540302e-4,-0.22907281819804007,0.203,0.316,1
ZNF781,2,1.639427718971565e-4,0.04496910422178312,0.157,0.07,1
RBPMS2,2,1.640479693107933e-4,0.0400339442079273,0.419,0.253,1
IQSEC1,2,1.6418666135001954e-4,-0.20892843831048433,0.145,0.256,1
SLC38A10,2,1.641996166625925e-4,-0.22086069642586115,0.227,0.355,1
RAB3IL1,2,1.6464396247384692e-4,-0.18183149655402173,0.122,0.241,1
TMEM219,2,1.6693944042464186e-4,-0.1735108621577114,0.843,0.82,1
ZNF830,2,1.6695138645583796e-4,0.04520701878799213,0.366,0.215,1
ST3GAL2,2,1.671297574305045e-4,0.04115177856839647,0.436,0.263,1
PSME3,2,1.6767821014792138e-4,0.049596117561964026,0.442,0.275,1
NDUFB8,2,1.678272032832101e-4,-0.1753995115051299,0.924,0.899,1
TTYH3,2,1.6866857366633852e-4,0.04066281712757783,0.419,0.253,1
TMEM169,2,1.702980154689017e-4,0.03926481673996522,0.198,0.097,1
BMP7,2,1.7121858388449392e-4,-0.314706285025536,0.407,0.475,1
NRIP1,2,1.7124788393017943e-4,-0.2560993047393272,0.291,0.388,1
MTRF1L,2,1.7126243617198526e-4,0.038178806703303786,0.424,0.254,1
NME8,2,1.7243745129062716e-4,0.03247201727692453,0.215,0.106,1
YBEY,2,1.737083845377925e-4,0.07197746598358273,0.477,0.305,1
POSTN,2,1.7453042436541021e-4,0.08301152927271258,0.145,0.063,1
DCLRE1B,2,1.7473115275026918e-4,0.03884290001208844,0.157,0.07,1
RAD54L2,2,1.7564378854281886e-4,0.05680234638156964,0.36,0.217,1
ROR1,2,1.7595623237410973e-4,0.04133393076762175,0.227,0.114,1
NDUFA7,2,1.762656858109328e-4,-0.1987422838783629,0.674,0.689,1
VSTM5,2,1.7779945262233376e-4,-0.11571239106419431,0.023,0.114,1
YIPF3,2,1.7907255972618246e-4,-0.25009860593153144,0.622,0.651,1
TRIM27,2,1.792956517478865e-4,0.05991320978506659,0.576,0.366,1
ABCC4,2,1.8023000362284055e-4,0.051580806694679904,0.169,0.079,1
APPBP2,2,1.8060630478009608e-4,-0.26612991253452023,0.355,0.434,1
RFWD3,2,1.809646108834597e-4,0.04633840893684467,0.215,0.111,1
ACTG1,2,1.8108563721605872e-4,0.09850683312718367,1,1,1
RNF121,2,1.8137650347646966e-4,0.01428834360750525,0.273,0.145,1
CEP57L1,2,1.8272235775424462e-4,0.032689688697521785,0.227,0.113,1
PMS1,2,1.8351041879811677e-4,0.034828594608151575,0.285,0.157,1
AVIL,2,1.8419978805847843e-4,0.020951849133891032,0.18,0.083,1
MSH2,2,1.8421385403168027e-4,0.048290723649415,0.273,0.149,1
CERK,2,1.8444200525684294e-4,0.05298295545457646,0.32,0.18,1
TEAD4,2,1.8529320998375828e-4,-0.17908639705075408,0.116,0.231,1
MGST3,2,1.856167982787236e-4,0.33387936037052546,0.89,0.723,1
ZNF670,2,1.8579006814372614e-4,0.033966663760998106,0.151,0.066,1
POMP,2,1.862689814118099e-4,-0.16426408999059072,0.983,0.95,1
TGFBI,2,1.8646768645347837e-4,0.047772858958380675,0.14,0.059,1
RP9,2,1.8710228627327592e-4,0.029714616620532153,0.459,0.277,1
CCDC102A,2,1.8747056920121716e-4,0.027795757592959824,0.221,0.111,1
NUP93,2,1.8767760763170155e-4,0.0269854768771782,0.25,0.132,1
CKB,2,1.8776381699679124e-4,-0.35385756145084146,0.744,0.728,1
ZNF559,2,1.8781572106819742e-4,0.03523376092013525,0.407,0.242,1
RFXAP,2,1.8991480065627995e-4,0.03043482413722981,0.32,0.179,1
RTF1,2,1.8999183704345858e-4,0.12890357520787898,0.872,0.732,1
KCP,2,1.915292085143661e-4,-0.23127056460596582,0.227,0.337,1
CSNK1G2,2,1.9189426125337038e-4,0.030363734500708534,0.314,0.179,1
VSTM4,2,1.9476658313670244e-4,-0.11051721984653902,0.017,0.105,1
FAM117A,2,1.975522957277244e-4,0.0314412461761573,0.145,0.063,1
PPFIA4,2,2.0036758735637837e-4,-0.11029185529576194,0.029,0.124,1
CYTH3,2,2.0047716864039265e-4,0.03377030738219372,0.215,0.109,1
COMMD8,2,2.0173270028710344e-4,-0.24711614179684127,0.366,0.461,1
VKORC1,2,2.0188133861324216e-4,-0.21106195250412374,0.674,0.716,1
TOP1MT,2,2.020776529892983e-4,0.060707908742849925,0.262,0.146,1
BBS9,2,2.0306001231656115e-4,0.04047385515495715,0.163,0.073,1
NDUFAF6,2,2.0344112233959733e-4,0.01938850269924558,0.372,0.216,1
LIMK1,2,2.0411832565752987e-4,0.04434273383375263,0.215,0.11,1
PYGO1,2,2.0419747245477776e-4,0.05823580201792526,0.169,0.079,1
TTLL7,2,2.047789290518001e-4,0.04704260028907033,0.151,0.067,1
BTBD2,2,2.0602855182193702e-4,0.026403916768774377,0.297,0.165,1
TMEM19,2,2.0609236430787714e-4,-0.19258049375749003,0.169,0.284,1
NCK1,2,2.067794693271581e-4,0.029665035641933124,0.488,0.302,1
DNAJB12,2,2.0680777830209423e-4,-0.24761800213343352,0.343,0.444,1
ERCC8,2,2.0763139825464403e-4,0.05115733054119247,0.238,0.127,1
GCAT,2,2.0786325603506714e-4,0.05551619509240244,0.25,0.134,1
HLA-DMB,2,2.0786839227650224e-4,-0.27517539748376824,0.128,0.241,1
ZNF793,2,2.0931796905477486e-4,0.03810056164740941,0.267,0.145,1
ZNF454,2,2.1187541562005905e-4,0.037301705848756646,0.14,0.06,1
METTL6,2,2.126826927281376e-4,0.048805078177497435,0.233,0.121,1
STOML2,2,2.1276269059913115e-4,0.1343243142938051,0.948,0.756,1
FIBP,2,2.132056471768068e-4,0.09393847092687913,0.762,0.597,1
TMCO1,2,2.137604749072733e-4,-0.23120249183154862,0.785,0.737,1
PHETA1,2,2.1383357107922313e-4,0.034421284255250414,0.192,0.092,1
ZNHIT6,2,2.1437058801301455e-4,0.001047231586555994,0.192,0.09,1
BRD3OS,2,2.1450792338670646e-4,0.06079714160270491,0.401,0.25,1
RXRA,2,2.161884615055201e-4,0.033099207209030174,0.419,0.252,1
SERTAD3,2,2.1649971804934857e-4,-0.2423770417045252,0.337,0.432,1
NAPA,2,2.1676825287490385e-4,-0.26318447202131523,0.413,0.482,1
PLEKHJ1,2,2.1809933519614832e-4,0.08091898836755662,0.791,0.55,1
PXMP2,2,2.209719770147289e-4,0.09720408219528887,0.674,0.496,1
TMPO-AS1,2,2.2109887190930222e-4,0.030651795234354476,0.163,0.076,1
CTNNBL1,2,2.2218801013999524e-4,0.06551394048161407,0.401,0.24,1
APP,2,2.227055632220312e-4,0.14853162950719956,0.826,0.632,1
PTRH1,2,2.2410777797195018e-4,-0.20356883824511005,0.215,0.327,1
CEP95,2,2.244263789083582e-4,0.033505388890088195,0.384,0.227,1
ARHGAP10,2,2.2485081091541147e-4,0.04296635203747254,0.244,0.131,1
MORN4,2,2.2493806737866953e-4,0.022733567805741497,0.273,0.149,1
ST6GAL1,2,2.25020641932589e-4,-0.2165038603787891,0.18,0.292,1
AP1M2,2,2.2601150777827058e-4,-0.11179158425469912,0.087,0.204,1
CNBD2,2,2.2786027255402785e-4,-0.16718360934433066,0.169,0.285,1
CRTC3,2,2.2936192605759267e-4,0.07505441320510742,0.331,0.198,1
MTA1,2,2.2972817079142672e-4,0.0428895465237788,0.448,0.277,1
CD9,2,2.3143850610899983e-4,-0.25104000434068247,0.174,0.301,1
THAP9-AS1,2,2.326173513400834e-4,0.06868683975057643,0.605,0.408,1
TAF11,2,2.3311425928206598e-4,0.07578085080523345,0.651,0.452,1
EIF2S3,2,2.3341566890503564e-4,0.1288234970672949,0.808,0.615,1
ATXN10,2,2.3345181628846016e-4,-0.26209157033091784,0.541,0.582,1
ZNF549,2,2.3362168382628208e-4,0.01831730512526899,0.122,0.048,1
AP3S2,2,2.3401985925918913e-4,0.007012800601291613,0.262,0.136,1
C1orf226,2,2.3525091198837612e-4,-0.1519643060794254,0.076,0.179,1
MAPK10,2,2.3538127924383568e-4,-0.1990514391063284,0.186,0.297,1
KCTD20,2,2.3583403532830376e-4,0.035876997282143,0.465,0.289,1
RNF11,2,2.3631433645462417e-4,-0.2516127087921969,0.68,0.663,1
SNX10,2,2.366448237066204e-4,0.026084937363846844,0.297,0.165,1
ZNF322,2,2.3726378198513548e-4,0.05939468392594682,0.541,0.356,1
YLPM1,2,2.3794288267790922e-4,0.06126172159552923,0.465,0.295,1
RAPGEF1,2,2.386991456885637e-4,0.030618251326124696,0.215,0.11,1
ZNF627,2,2.4059603568851875e-4,0.044319116097678093,0.256,0.137,1
DHX16,2,2.4145385443816715e-4,0.03383702970909719,0.25,0.133,1
RAD23A,2,2.4214182402428668e-4,-0.18240773130527355,0.866,0.823,1
MED22,2,2.4248914801347385e-4,0.0403345963462671,0.291,0.162,1
PIFO,2,2.4312491498683025e-4,-0.15472252800624886,0.035,0.13,1
PSMB1,2,2.432147810759143e-4,-0.19936519178684353,0.936,0.924,1
CLDN7,2,2.45744184576572e-4,-0.22859308251829752,0.174,0.289,1
ZNF358,2,2.4608242720795435e-4,0.04959588968586778,0.395,0.242,1
ITGB5,2,2.463286932838348e-4,-0.15842468686330408,0.087,0.199,1
C3orf14,2,2.4652008594615716e-4,0.015552812431021384,0.349,0.197,1
ZNF891,2,2.485516948681665e-4,0.03967595901557146,0.25,0.135,1
TOMM5,2,2.4989555349255884e-4,0.04714911993073134,0.483,0.304,1
TULP3,2,2.506205636016386e-4,0.023907958215692,0.331,0.188,1
PSENEN,2,2.5133063836059997e-4,-0.2848126585432713,0.721,0.684,1
DAP3,2,2.516989963426937e-4,0.08065214751400901,0.61,0.42,1
GSDMD,2,2.521072883623208e-4,-0.14042231899126398,0.064,0.167,1
TRPS1,2,2.542175068350351e-4,0.04392477944630778,0.238,0.126,1
LINC01659,2,2.553364173038716e-4,0.048078479495296964,0.14,0.061,1
TEX10,2,2.5808132682276786e-4,0.016579561637806203,0.221,0.11,1
KLHL14,2,2.5834909627470197e-4,0.052505897301183324,0.209,0.107,1
PIGL,2,2.599879679082966e-4,0.021203102197780307,0.244,0.129,1
HADH,2,2.6040466257533926e-4,0.04792432978680358,0.413,0.253,1
CACYBP,2,2.61267924851079e-4,0.1032992045776866,0.634,0.45,1
ZNF625,2,2.616393349721168e-4,0.02323099811501239,0.215,0.109,1
DNAJC24,2,2.6297837385490155e-4,0.007229912700666086,0.291,0.159,1
SLC25A4,2,2.6362317383615114e-4,-0.2578475656425282,0.39,0.46,1
SRM,2,2.6475158480961537e-4,0.05215642992633543,0.302,0.175,1
DGUOK,2,2.6662474907149437e-4,0.12428212804991845,0.843,0.693,1
ALDH1A1,2,2.6705451068777665e-4,-0.167493709596564,0.023,0.113,1
MDN1,2,2.672639838049036e-4,0.022270867039407283,0.192,0.094,1
SLC12A2,2,2.7201205672719274e-4,0.08186810786805876,0.326,0.194,1
NBPF12,2,2.7260421806500536e-4,0.037202688224220515,0.285,0.156,1
ZNF706,2,2.726410301913067e-4,-0.17027863215448202,0.849,0.82,1
NIFK-AS1,2,2.732115652647404e-4,0.04814050761429395,0.442,0.282,1
ZNF354A,2,2.7393799466286545e-4,0.03956435282720175,0.297,0.166,1
STAT5B,2,2.7394848806348664e-4,0.01503855105900425,0.157,0.07,1
TMCC1-AS1,2,2.743220417733289e-4,0.019363644535180545,0.128,0.052,1
METAP1D,2,2.775486802400383e-4,0.027554287712100195,0.262,0.141,1
NBPF20,2,2.795057300458194e-4,0.028366708477100197,0.169,0.079,1
RIC8B,2,2.8085479164509754e-4,0.05988350342054628,0.25,0.141,1
HLA-DPA1,2,2.810579152930402e-4,0.023911005852433373,0.122,0.049,1
THBD,2,2.8335482852633634e-4,-0.1045322804555521,0.029,0.124,1
POLR1B,2,2.844396580924246e-4,0.024145127499053967,0.122,0.049,1
PXYLP1,2,2.8444516131347525e-4,0.018233483914242635,0.192,0.092,1
AGTPBP1,2,2.8515588591984117e-4,0.06989424774362778,0.233,0.126,1
CPEB1,2,2.8636481129259755e-4,-0.10390823151211062,0.017,0.103,1
SLX4IP,2,2.866935991530743e-4,0.02841001414005931,0.256,0.139,1
ORC3,2,2.887939712704269e-4,0.03496001376926633,0.326,0.186,1
YEATS4,2,2.9182727453056856e-4,0.06143367481458445,0.494,0.324,1
IL1R1,2,2.938882526311358e-4,-0.19906445402285822,0.238,0.349,1
CPAMD8,2,2.940703884961416e-4,-0.159527992268724,0.14,0.253,1
IGLON5,2,2.940958912392841e-4,0.042927579081809795,0.134,0.058,1
GNS,2,2.950812254643892e-4,-0.19023538455667816,0.215,0.329,1
EHMT1,2,2.9567020592374794e-4,0.041362401264413595,0.552,0.355,1
LGR4,2,2.95986445305882e-4,-0.21369572332234885,0.244,0.35,1
SERTAD1,2,2.972197906166654e-4,-0.19651315498680064,0.192,0.303,1
TIMP3,2,2.975779895657544e-4,-0.15362911504217994,0.198,0.318,1
B3GLCT,2,2.9910961631818544e-4,0.022035261628144828,0.163,0.075,1
S100A1,2,3.00373426813087e-4,-0.001908092939787609,0.43,0.261,1
DLG4,2,3.0089235107908863e-4,0.016824400175869905,0.198,0.098,1
RAB6A,2,3.0122668395054413e-4,-0.21206872183536402,0.558,0.594,1
UBE4B,2,3.016018790544097e-4,0.026088453824490848,0.355,0.205,1
SOCS4,2,3.01872709199229e-4,0.036204606274087586,0.343,0.204,1
YARS2,2,3.0298044676554264e-4,0.04572173472474597,0.308,0.177,1
RCN2,2,3.0301377302174664e-4,-0.16373396695189446,0.942,0.922,1
PLCG1,2,3.0348115557938415e-4,0.0270965670226119,0.227,0.119,1
ENGASE,2,3.043808529173838e-4,0.015207661126625305,0.169,0.078,1
CARMIL1,2,3.0470802549032025e-4,-0.1544290203996378,0.081,0.188,1
ATP5PF,2,3.068816030663288e-4,0.13251700418252277,0.994,0.951,1
PHF14,2,3.069566388639334e-4,0.10745163900544874,0.837,0.647,1
EFR3A,2,3.0716415839623565e-4,-0.20519418618983065,0.186,0.296,1
LRRC75B,2,3.0959321094360594e-4,0.03965090109614656,0.151,0.069,1
UBE2N,2,3.099902132092863e-4,0.10946729000959166,0.831,0.618,1
CES4A,2,3.1074033672860317e-4,-0.16626463626061797,0.099,0.208,1
NUDT21,2,3.119772734917543e-4,0.038792751628600575,0.576,0.374,1
MTMR2,2,3.122493960168803e-4,0.013212038405973764,0.436,0.26,1
KXD1,2,3.1432000653654944e-4,0.08502098312313561,0.68,0.471,1
DBP,2,3.155705298120865e-4,0.05345725448132391,0.302,0.173,1
MRPL9,2,3.1571440425327775e-4,0.07644852282672221,0.727,0.504,1
MYH3,2,3.166533430771498e-4,-0.10004257217371518,0.017,0.101,1
SFXN2,2,3.168525680561229e-4,-0.26125178912233843,0.419,0.481,1
ST8SIA4,2,3.175461621185363e-4,0.019930817638553817,0.145,0.064,1
SDHAF3,2,3.178368401880855e-4,0.053301829087903596,0.64,0.429,1
RBM47,2,3.1829828369619827e-4,-0.20975236809269174,0.203,0.312,1
GRK5,2,3.1877413963024613e-4,-0.13859248692848836,0.052,0.149,1
HDDC2,2,3.1921339544290124e-4,0.11495921742256177,0.884,0.684,1
UNK,2,3.1949800751814483e-4,0.002265542244091562,0.337,0.193,1
CENPO,2,3.1972604970355333e-4,0.02342977605610609,0.145,0.065,1
TSR1,2,3.2212649826593453e-4,0.017865506323301167,0.331,0.19,1
QKI,2,3.226128603627842e-4,-0.2779413595331873,0.517,0.544,1
CSTB,2,3.2308993876018356e-4,0.1156213936204753,0.977,0.843,1
EIF4G3,2,3.240572290921091e-4,0.038805470940731335,0.558,0.359,1
DMRTA1,2,3.242581290901001e-4,-0.1094149014630715,0.035,0.128,1
TMEM116,2,3.2590435983762857e-4,0.030639628478758146,0.314,0.18,1
PAK1,2,3.262704434184501e-4,-0.25732408208995977,0.448,0.517,1
ZNF131,2,3.2774607997833636e-4,0.047800358185216774,0.558,0.363,1
WASF1,2,3.2802215274100867e-4,0.06558802862875271,0.297,0.173,1
ADGRD1,2,3.2849898413025904e-4,0.02586266290726865,0.105,0.04,1
SLC29A4,2,3.2854624226765703e-4,0.04940281345654486,0.227,0.121,1
ASPSCR1,2,3.310779895013527e-4,0.08453505679640583,0.57,0.386,1
IMPAD1,2,3.310833352568295e-4,-0.221465468027224,0.256,0.355,1
SMIM7,2,3.325624433302302e-4,-0.191471396651117,0.802,0.724,1
TYW1,2,3.331172947357884e-4,0.024312678346172137,0.215,0.109,1
EXOSC8,2,3.352404819541573e-4,0.055786563499131026,0.5,0.321,1
PDXK,2,3.368343357726378e-4,0.038855685369071136,0.483,0.303,1
SALL1,2,3.3841552049422975e-4,0.03869493711807623,0.25,0.136,1
PHYH,2,3.3878493094742333e-4,0.05377873777061783,0.279,0.159,1
JPT2,2,3.3981419385502987e-4,0.05614213230640408,0.494,0.319,1
PARD6B,2,3.413687100938363e-4,-0.22765316755727444,0.331,0.429,1
RTN4IP1,2,3.424021288762353e-4,0.014734061852979596,0.116,0.046,1
LINC01089,2,3.424184500031152e-4,-0.2541838073193074,0.378,0.452,1
COLEC12,2,3.451870794421977e-4,0.05765110899260642,0.209,0.108,1
UBN1,2,3.4742004691627726e-4,0.029660592477610714,0.477,0.297,1
FGD1,2,3.492903934134163e-4,0.03079180396488991,0.174,0.082,1
ROBO1,2,3.496432472312205e-4,0.07255202289465001,0.558,0.374,1
FLAD1,2,3.514239421852754e-4,0.03380522492753449,0.424,0.257,1
ZMYND8,2,3.5225147991281265e-4,0.043684896030732834,0.541,0.35,1
GGACT,2,3.555724032655419e-4,0.031239381293440477,0.203,0.104,1
UBA6,2,3.5769430552177084e-4,0.03929896303582023,0.424,0.262,1
RGP1,2,3.592292217376387e-4,0.07373455454187283,0.314,0.186,1
PSMA7,2,3.5960425663652043e-4,0.1248053163727445,0.953,0.88,1
PUM3,2,3.596964161019154e-4,-0.006829684395815244,0.343,0.195,1
DUOX1,2,3.620296599205854e-4,0.019114329905460248,0.285,0.159,1
HNRNPUL1,2,3.622860738933065e-4,0.10268254114632902,0.808,0.613,1
ASB13,2,3.623267317393927e-4,0.014483426163120566,0.122,0.049,1
MAGI1,2,3.634323978337562e-4,0.05709459755135479,0.331,0.196,1
USP39,2,3.647418488431558e-4,0.03721562894261726,0.401,0.243,1
BFAR,2,3.7083354947978805e-4,0.03789721480336994,0.558,0.359,1
C11orf68,2,3.713400064773022e-4,0.05570280289514398,0.279,0.163,1
NXN,2,3.714284902134443e-4,0.03585161182725215,0.25,0.136,1
YPEL2,2,3.7266535283377305e-4,0.023403500275048922,0.32,0.187,1
SMYD3,2,3.730381165876427e-4,0.044471935131791054,0.238,0.128,1
KAT6B,2,3.7323753249827405e-4,0.07965069685131232,0.506,0.338,1
ARF5,2,3.741684694372731e-4,0.08498618189393614,0.808,0.576,1
PEBP1,2,3.743305318416207e-4,0.15002913099590942,0.959,0.878,1
METTL2A,2,3.750604319716167e-4,0.023571756641900726,0.302,0.17,1
REEP4,2,3.752289515181177e-4,0.01922514694373853,0.174,0.083,1
ARHGAP5-AS1,2,3.7545320964890965e-4,-0.1475853119825223,0.093,0.198,1
AGO1,2,3.758425885488013e-4,0.05016692422027838,0.297,0.173,1
RPAP2,2,3.7786586924046077e-4,0.024604491733967393,0.5,0.311,1
ZNF428,2,3.783375771426046e-4,0.10592752098284697,0.965,0.885,1
RBM39,2,3.784016881279215e-4,-0.16167357768778623,0.936,0.91,1
CHST3,2,3.80856535830657e-4,0.0240893806073189,0.128,0.055,1
TMEM260,2,3.860416177009877e-4,0.012102431610025721,0.244,0.129,1
AKNA,2,3.8617138695739634e-4,0.019732091595219492,0.128,0.054,1
TRIB1,2,3.8672492635040385e-4,-0.20183796035554863,0.174,0.284,1
TOP3B,2,3.8828031140773805e-4,0.03185849158344394,0.169,0.08,1
UBE2F,2,3.8896488432118176e-4,0.06336355374335945,0.541,0.348,1
IFIT3,2,3.890888783368406e-4,0.034007562701925995,0.238,0.129,1
CCP110,2,3.891424659697328e-4,0.023769598853345925,0.209,0.107,1
EPB41L3,2,3.8993202632449733e-4,0.03015050309002909,0.186,0.093,1
HESX1,2,3.9161508558401047e-4,0.0035310640508426708,0.14,0.06,1
ZNF524,2,3.9312839964449764e-4,-0.17919821424433593,0.209,0.321,1
MRPL37,2,3.9344494665357986e-4,0.029379542323969,0.587,0.378,1
TDP1,2,3.9413152005547875e-4,0.005011137714645009,0.186,0.09,1
BLOC1S6,2,3.9539022056316465e-4,0.05379876653100901,0.576,0.392,1
LAMTOR2,2,3.991937033326525e-4,-0.18980880673294187,0.756,0.721,1
SMYD2,2,3.994691717082122e-4,0.02746864971223084,0.407,0.25,1
MTF1,2,4.0001134866875536e-4,0.050290053958442854,0.227,0.123,1
DDX46,2,4.000187450835571e-4,0.10664778175711642,0.849,0.679,1
PGM1,2,4.0004837762460283e-4,0.03900860775223158,0.343,0.2,1
ZNF544,2,4.020829004124852e-4,0.05070392965563553,0.442,0.278,1
UTP11,2,4.028426206753911e-4,0.022515334465305292,0.558,0.358,1
UTP18,2,4.0289798490340416e-4,0.022689618970097414,0.436,0.272,1
HYI,2,4.0339684760235515e-4,0.023460915034825336,0.407,0.246,1
CDC42SE1,2,4.0413807720400454e-4,0.031108729072666624,0.39,0.236,1
TRERF1,2,4.0438813844860105e-4,0.030119161357122174,0.11,0.044,1
SMIM26,2,4.0445675638408333e-4,-0.18032662187233384,0.849,0.811,1
MFSD2B,2,4.0482461904925047e-4,0.015911460908176214,0.105,0.04,1
ENDOD1,2,4.048427273915544e-4,-0.18667946774721234,0.081,0.182,1
SF3A3,2,4.05022077401271e-4,0.04291243349893786,0.43,0.268,1
BORCS7,2,4.0699054200708394e-4,-0.2449615518954802,0.64,0.655,1
POLR3K,2,4.0726151503869e-4,0.028656993250229856,0.384,0.232,1
KIAA1841,2,4.087345910035425e-4,0.0256007060815676,0.233,0.124,1
CKMT2-AS1,2,4.093933954911047e-4,0.020517178027139205,0.302,0.17,1
CCDC28B,2,4.1101314149121003e-4,0.01542537267055577,0.552,0.356,1
ZNF34,2,4.1218535030724754e-4,0.03971311612304779,0.145,0.065,1
PLCXD1,2,4.1468743376081574e-4,0.027120486912863534,0.244,0.133,1
OSGEP,2,4.148302221754633e-4,0.06699172341507614,0.448,0.288,1
STX10,2,4.15228843985239e-4,0.06144703562287296,0.517,0.344,1
MICU1,2,4.172744788561894e-4,0.024431062909287815,0.407,0.25,1
